player_club,age,position,nationality,player_height,strong_foot,contract_value_time,appearances,PPG,substitutions_on,substitutions_off,goals_conceded,clean_sheet,market_value,minute_per_game,goal_per_game,assist_per_game
96,28.0,Midfielder,211,1.75,right,1.0,14.0,1.07,4.0,8.0,0.0,0.0,2000.0,53.0,0.0714285714285714,0.1428571428571428
1,25.0,Midfielder,210,1.82,right,2.0,8.0,1.63,0.0,3.0,0.0,0.0,7000.0,88.125,0.25,0.0
307,25.0,Midfielder,198,1.72,left,2.0,4.0,3.0,3.0,1.0,0.0,0.0,2000.0,33.5,0.25,0.0
1,28.0,Forward,134,1.75,left,1.0,9.0,0.89,1.0,7.0,0.0,0.0,3200.0,72.66666667,0.1111111111111111,0.0
265,27.0,Forward,211,1.72,right,2.0,12.0,1.5,6.0,5.0,0.0,0.0,3000.0,44.58333333,0.0,0.1666666666666666
350,30.0,Forward,210,1.81,right,2.0,2.0,0.5,1.0,1.0,0.0,0.0,8000.0,50.5,0.0,0.5
1,33.0,Forward,210,1.82,right,1.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,250.0,21.0,0.0,0.0
1,30.0,Forward,92,1.84,right,2.0,7.0,1.14,1.0,3.0,0.0,0.0,3500.0,78.0,0.5714285714285714,0.1428571428571428
1,28.0,Forward,128,1.8,left,2.0,1.0,3.0,0.0,0.0,0.0,0.0,4000.0,90.0,0.0,0.0
1,36.0,Defender,210,1.84,right,1.0,9.0,1.0,0.0,1.0,0.0,0.0,400.0,85.88888889,0.0,0.1111111111111111
1,36.0,Defender,116,1.88,right,1.0,8.0,1.5,1.0,1.0,0.0,0.0,150.0,69.625,0.0,0.0
310,27.0,Defender,210,1.94,right,3.0,14.0,2.36,0.0,1.0,0.0,0.0,4500.0,0.087785714,0.2142857142857142,0.0
391,24.0,Defender,210,1.86,right,1.0,6.0,1.83,1.0,1.0,0.0,0.0,12000.0,75.16666667,0.0,0.0
1,28.0,Defender,210,1.78,left,2.0,7.0,1.43,2.0,1.0,0.0,0.0,250.0,60.85714286,0.0,0.0
396,32.0,Defender,161,1.75,right,1.0,4.0,1.0,0.0,3.0,0.0,0.0,6000.0,78.5,0.0,0.25
394,34.0,Midfielder,210,1.8,right,2.0,12.0,1.67,0.0,1.0,0.0,0.0,8000.0,0.091916667,0.0,0.0
1,27.0,Midfielder,210,1.83,right,2.0,4.0,2.25,4.0,0.0,0.0,0.0,1000.0,28.75,0.0,0.0
1,30.0,Midfielder,210,1.78,right,3.0,7.0,2.14,0.0,3.0,0.0,0.0,18000.0,86.42857143,0.1428571428571428,0.1428571428571428
427,21.0,Midfielder,210,1.82,left,0.0,4.0,2.25,1.0,3.0,0.0,0.0,100000.0,55.0,0.0,0.25
1,27.0,Midfielder,210,1.74,right,1.0,8.0,1.25,0.0,1.0,0.0,0.0,400.0,89.25,0.125,0.0
83,26.0,Midfielder,210,1.72,right,2.0,9.0,1.0,4.0,5.0,0.0,0.0,550.0,48.11111111,0.1111111111111111,0.1111111111111111
311,23.0,Forward,210,1.78,right,2.0,8.0,0.75,0.0,2.0,0.0,0.0,4000.0,88.25,0.25,0.25
66,25.0,Forward,210,1.72,left,1.0,4.0,1.75,1.0,1.0,0.0,0.0,250.0,67.5,0.25,0.25
385,25.0,Forward,175,1.7,right,1.0,6.0,1.17,3.0,3.0,0.0,0.0,5000.0,36.33333333,0.0,0.0
332,28.0,Forward,210,1.72,right,3.0,9.0,1.44,2.0,5.0,0.0,0.0,10000.0,66.66666667,0.3333333333333333,0.2222222222222222
1,30.0,Forward,210,1.79,right,1.0,5.0,1.6,3.0,2.0,0.0,0.0,700.0,44.0,0.4,0.0
379,29.0,Forward,209,1.73,right,1.0,6.0,1.83,1.0,5.0,0.0,0.0,1800.0,62.33333333,0.0,0.0
1,27.0,Forward,1,1.85,right,1.0,5.0,1.6,4.0,1.0,0.0,0.0,300.0,31.8,0.0,0.0
1,25.0,Forward,210,1.77,right,3.0,11.0,1.36,0.0,8.0,0.0,0.0,400.0,77.45454545,0.3636363636363636,0.1818181818181818
1,32.0,Defender,192,1.97,right,1.0,7.0,1.29,0.0,0.0,0.0,0.0,350.0,90.0,0.0,0.0
1,27.0,Defender,210,1.88,right,1.0,6.0,0.67,2.0,2.0,0.0,0.0,1000.0,64.83333333,0.0,0.1666666666666666
1,25.0,Defender,210,1.93,right,4.0,5.0,0.8,1.0,0.0,0.0,0.0,1500.0,83.0,0.0,0.2
1,22.0,Defender,210,1.91,right,0.0,9.0,0.89,0.0,2.0,0.0,0.0,300.0,87.66666667,0.0,0.0
1,34.0,Midfielder,210,1.83,right,2.0,8.0,0.88,1.0,0.0,0.0,0.0,700.0,81.25,0.0,0.125
371,28.0,Midfielder,166,1.81,right,2.0,15.0,2.07,4.0,8.0,0.0,0.0,2500.0,55.53333333,0.0,0.1333333333333333
1,27.0,Midfielder,210,1.83,right,0.0,11.0,1.45,3.0,2.0,0.0,0.0,250.0,69.0,0.0,0.0
332,26.0,Midfielder,210,1.78,right,2.0,10.0,1.6,1.0,5.0,0.0,0.0,10000.0,75.2,0.3,0.0
394,34.0,Midfielder,210,1.72,right,1.0,14.0,1.71,6.0,7.0,0.0,0.0,3500.0,50.5,0.0,0.0714285714285714
252,23.0,Midfielder,175,1.75,right,0.0,13.0,2.08,3.0,7.0,0.0,0.0,100.0,65.46153846,0.1538461538461538,0.1538461538461538
1,33.0,Forward,160,1.76,right,1.0,7.0,0.43,5.0,2.0,0.0,0.0,1800.0,27.14285714,0.0,0.1428571428571428
1,26.0,Forward,210,1.7,right,1.0,7.0,0.57,0.0,3.0,0.0,0.0,8000.0,84.28571429,0.2857142857142857,0.0
136,29.0,Forward,92,1.71,right,1.0,2.0,0.5,2.0,0.0,0.0,0.0,200.0,22.5,0.0,0.0
1,25.0,Forward,210,1.75,right,0.0,4.0,0.75,3.0,1.0,0.0,0.0,250.0,29.75,0.0,0.0
1,31.0,Forward,210,1.83,right,1.0,6.0,1.67,6.0,0.0,0.0,0.0,2000.0,31.0,0.6666666666666666,0.0
1,24.0,Forward,210,1.89,left,1.0,2.0,0.5,1.0,1.0,0.0,0.0,200.0,18.0,0.0,0.0
1,26.0,Forward,195,1.95,right,3.0,11.0,1.64,5.0,5.0,0.0,0.0,2000.0,47.27272727,0.1818181818181818,0.2727272727272727
1,32.0,Defender,207,1.86,right,1.0,11.0,1.55,0.0,0.0,0.0,0.0,3800.0,0.091909091,0.0,0.0
282,37.0,Defender,210,1.89,right,1.0,5.0,1.0,1.0,0.0,0.0,0.0,600.0,72.2,0.0,0.0
1,31.0,Defender,151,1.82,right,0.0,7.0,1.43,0.0,2.0,0.0,0.0,325.0,87.42857143,0.0,0.1428571428571428
1,26.0,Defender,93,1.91,right,0.0,9.0,1.33,0.0,0.0,0.0,0.0,500.0,89.11111111,0.0,0.0
351,33.0,Defender,207,1.79,left,1.0,11.0,1.91,6.0,0.0,0.0,0.0,1000.0,46.36363636,0.0,0.1818181818181818
319,30.0,Defender,151,1.8,left,2.0,11.0,2.27,0.0,1.0,0.0,0.0,2500.0,89.36363636,0.0,0.0
391,29.0,Midfielder,210,1.72,right,2.0,5.0,3.0,4.0,1.0,0.0,0.0,10000.0,33.8,0.0,0.0
341,28.0,Midfielder,151,1.76,left,2.0,7.0,1.0,2.0,4.0,0.0,0.0,2500.0,65.85714286,0.0,0.1428571428571428
1,23.0,Midfielder,210,1.81,right,2.0,8.0,0.75,1.0,2.0,0.0,0.0,400.0,78.75,0.0,0.125
245,27.0,Midfielder,163,1.75,left,2.0,11.0,1.55,5.0,5.0,0.0,0.0,275.0,49.36363636,0.1818181818181818,0.0909090909090909
1,30.0,Forward,204,1.77,right,1.0,9.0,1.33,0.0,3.0,0.0,0.0,700.0,86.66666667,0.2222222222222222,0.3333333333333333
191,25.0,Forward,210,1.83,right,2.0,3.0,2.0,2.0,1.0,0.0,0.0,2000.0,30.66666667,0.0,0.3333333333333333
1,33.0,Forward,161,1.97,right,1.0,5.0,1.4,5.0,0.0,0.0,0.0,400.0,8.0,0.0,0.0
394,23.0,Defender,210,1.84,right,4.0,14.0,1.71,0.0,0.0,0.0,0.0,18000.0,0.092142857,0.0714285714285714,0.0714285714285714
1,25.0,Defender,93,1.84,left,1.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,300.0,1.0,0.0,0.0
1,30.0,Defender,134,1.8,left,1.0,4.0,1.5143660090423348,2.0,2.0,0.0,0.0,2500.0,18.75,0.0,0.0
197,31.0,Defender,146,1.78,right,2.0,7.0,2.43,1.0,2.0,0.0,0.0,650.0,81.42857143,0.0,0.0
1,27.0,Defender,210,1.79,right,2.0,10.0,2.3,0.0,8.0,0.0,0.0,1500.0,75.0,0.2,0.1
1,25.0,Midfielder,210,2.02,right,2.0,9.0,1.44,1.0,4.0,0.0,0.0,1000.0,74.33333333,0.1111111111111111,0.3333333333333333
1,29.0,Midfielder,210,1.88,right,2.0,5.0,0.2,1.0,3.0,0.0,0.0,800.0,62.4,0.0,0.0
1,35.0,Midfielder,185,1.8,left,1.0,2.0,0.5,2.0,0.0,0.0,0.0,75.0,9.5,0.0,0.0
290,27.0,Midfielder,210,1.74,right,1.0,7.0,1.86,1.0,6.0,0.0,0.0,600.0,67.0,0.0,0.1428571428571428
256,26.0,Midfielder,209,1.69,right,2.0,9.0,2.22,1.0,5.0,0.0,0.0,2500.0,77.55555556,0.3333333333333333,0.2222222222222222
1,36.0,Forward,166,1.75,right,1.0,8.0,1.38,0.0,2.0,0.0,0.0,650.0,89.0,0.25,0.375
360,23.0,Forward,210,1.79,left,3.0,10.0,1.3,6.0,2.0,0.0,0.0,800.0,47.3,0.3,0.0
1,33.0,Forward,175,1.81,right,3.0,4.0,2.0,0.0,4.0,0.0,0.0,4000.0,88.25,0.25,0.0
297,26.0,Forward,204,1.83,right,3.0,7.0,1.14,3.0,1.0,0.0,0.0,500.0,58.0,0.0,0.0
1,29.0,Forward,210,1.7,right,1.0,5.0,2.2,3.0,1.0,0.0,0.0,800.0,50.0,0.2,0.0
1,27.0,Defender,84,1.89,right,1.0,7.0,0.86,0.0,0.0,0.0,0.0,350.0,90.0,0.1428571428571428,0.0
1,27.0,Defender,84,1.77,left,0.0,9.0,1.22,0.0,7.0,0.0,0.0,500.0,75.77777778,0.0,0.0
326,31.0,Defender,210,1.72,right,2.0,5.0,1.8,2.0,1.0,0.0,0.0,5000.0,53.8,0.0,0.2
1,26.0,Midfielder,210,1.79,right,2.0,7.0,1.71,2.0,4.0,0.0,0.0,1000.0,72.14285714,0.2857142857142857,0.1428571428571428
1,26.0,Forward,210,1.72,right,2.0,3.0,0.33,3.0,0.0,0.0,0.0,1500.0,7.0,0.0,0.0
1,35.0,Defender,210,1.82,left,1.0,6.0,1.17,1.0,0.0,0.0,0.0,200.0,75.5,0.0,0.0
380,34.0,Defender,180,1.89,right,2.0,15.0,1.8,1.0,2.0,0.0,0.0,1300.0,0.087266667,0.0666666666666666,0.0
1,31.0,Defender,1,1.88,right,1.0,5.0,1.2,1.0,2.0,0.0,0.0,1500.0,70.0,0.0,0.0
1,26.0,Defender,163,1.91,left,2.0,4.0,1.75,0.0,2.0,0.0,0.0,500.0,85.0,0.25,0.0
1,33.0,Defender,210,1.8,left,1.0,8.0,0.63,0.0,2.0,0.0,0.0,550.0,88.875,0.0,0.0
1,30.0,Defender,195,1.86,left,2.0,1.0,1.0,0.0,1.0,0.0,0.0,600.0,61.0,0.0,0.0
332,33.0,Defender,210,1.78,right,1.0,9.0,1.44,0.0,0.0,0.0,0.0,3000.0,90.0,0.1111111111111111,0.0
1,26.0,Midfielder,161,1.93,right,3.0,8.0,0.13,1.0,2.0,0.0,0.0,6000.0,82.25,0.0,0.0
332,34.0,Midfielder,210,1.84,right,1.0,10.0,1.6,7.0,3.0,0.0,0.0,1000.0,33.5,0.0,0.0
408,25.0,Midfielder,210,1.85,right,4.0,10.0,1.6,1.0,3.0,0.0,0.0,30000.0,78.0,0.1,0.0
1,36.0,Midfielder,210,1.81,right,1.0,5.0,2.2,0.0,2.0,0.0,0.0,200.0,85.6,0.0,0.0
1,38.0,Midfielder,210,1.79,right,1.0,7.0,1.86,7.0,0.0,0.0,0.0,150.0,5.571428571,0.0,0.0
1,25.0,Midfielder,160,1.86,left,2.0,5.0,2.6,1.0,1.0,0.0,0.0,350.0,72.8,0.0,0.0
326,30.0,Midfielder,210,1.75,right,2.0,10.0,1.7,0.0,4.0,0.0,0.0,5000.0,83.4,0.0,0.1
1,33.0,Forward,140,1.84,right,1.0,8.0,1.0,0.0,1.0,0.0,0.0,750.0,90.0,0.5,0.125
1,27.0,Forward,161,1.77,right,3.0,9.0,1.56,4.0,5.0,0.0,0.0,500.0,50.33333333,0.0,0.1111111111111111
1,32.0,Defender,210,1.82,right,1.0,9.0,1.11,0.0,0.0,0.0,0.0,325.0,90.0,0.1111111111111111,0.0
1,28.0,Defender,210,1.79,left,2.0,8.0,1.75,0.0,4.0,0.0,0.0,1000.0,81.375,0.0,0.0
1,26.0,Defender,210,1.76,left,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1000.0,61.0,0.0,0.0
1,30.0,Defender,210,1.82,right,1.0,9.0,1.78,0.0,3.0,0.0,0.0,450.0,82.33333333,0.1111111111111111,0.1111111111111111
1,29.0,Midfielder,210,1.78,right,2.0,7.0,1.57,1.0,1.0,0.0,0.0,500.0,78.85714286,0.2857142857142857,0.2857142857142857
1,28.0,Midfielder,210,1.78,right,2.0,8.0,1.63,0.0,2.0,0.0,0.0,800.0,87.625,0.0,0.25
1,26.0,Midfielder,210,1.81,right,1.0,9.0,1.44,0.0,2.0,0.0,0.0,500.0,88.55555556,0.1111111111111111,0.1111111111111111
1,32.0,Midfielder,210,1.72,right,2.0,8.0,0.5,0.0,2.0,0.0,0.0,7000.0,88.875,0.125,0.25
1,31.0,Forward,210,1.81,right,1.0,8.0,0.5,7.0,0.0,0.0,0.0,700.0,24.5,0.125,0.0
318,28.0,Forward,184,1.78,right,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1800.0,11.0,0.5,0.0
1,29.0,Forward,204,1.89,right,2.0,6.0,0.33,1.0,4.0,0.0,0.0,1200.0,48.33333333,0.1666666666666666,0.0
1,29.0,Forward,210,1.88,right,1.0,8.0,1.75,0.0,3.0,0.0,0.0,300.0,85.75,0.375,0.0
139,23.0,Forward,93,1.81,right,2.0,18.0,1.22,3.0,4.0,0.0,0.0,14000.0,0.078555556,0.5,0.2222222222222222
1,37.0,Defender,198,1.9,left,1.0,6.0,0.5,0.0,1.0,0.0,0.0,600.0,88.66666667,0.0,0.0
1,33.0,Defender,97,1.84,right,1.0,1.0,3.0,0.0,1.0,0.0,0.0,200.0,90.0,0.0,0.0
1,27.0,Defender,118,1.88,right,2.0,1.0,1.5143660090423348,0.0,0.0,0.0,0.0,300.0,90.0,0.0,0.0
1,27.0,Defender,163,1.85,left,0.0,7.0,0.71,0.0,1.0,0.0,0.0,250.0,90.0,0.0,0.0
1,25.0,Defender,210,1.78,left,1.0,7.0,1.43,3.0,1.0,0.0,0.0,500.0,55.14285714,0.0,0.0
346,30.0,Defender,204,1.77,right,3.0,8.0,1.75,5.0,3.0,0.0,0.0,6000.0,32.0,0.0,0.0
1,29.0,Midfielder,84,1.81,right,1.0,8.0,1.63,2.0,5.0,0.0,0.0,400.0,59.75,0.125,0.125
1,40.0,Midfielder,93,1.8,right,1.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,120.0,0.0,0.0
1,25.0,Midfielder,210,1.78,right,1.0,5.0,0.8,1.0,3.0,0.0,0.0,600.0,64.0,0.0,0.0
1,33.0,Midfielder,210,1.79,right,2.0,6.0,0.67,2.0,3.0,0.0,0.0,800.0,56.33333333,0.0,0.0
1,28.0,Midfielder,210,1.77,right,2.0,9.0,1.67,0.0,5.0,0.0,0.0,250.0,78.22222222,0.2222222222222222,0.2222222222222222
259,29.0,Forward,113,1.76,right,3.0,9.0,2.44,2.0,6.0,0.0,0.0,1800.0,57.55555556,0.1111111111111111,0.1111111111111111
184,28.0,Forward,210,1.8,right,0.0,14.0,2.14,3.0,6.0,0.0,0.0,300.0,69.42857143,0.3571428571428571,0.2142857142857142
1,27.0,Forward,210,1.75,right,1.0,8.0,0.88,2.0,4.0,0.0,0.0,2500.0,60.875,0.125,0.0
124,29.0,Forward,210,1.87,right,1.0,11.0,1.18,4.0,7.0,0.0,0.0,1500.0,48.54545455,0.0909090909090909,0.0
1,36.0,Defender,210,1.93,right,1.0,9.0,0.89,0.0,0.0,0.0,0.0,250.0,90.0,0.0,0.0
1,34.0,Defender,166,1.82,right,1.0,4.0,0.25,1.0,2.0,0.0,0.0,400.0,62.75,0.0,0.0
1,38.0,Defender,166,1.84,right,1.0,8.0,1.5,0.0,1.0,0.0,0.0,250.0,89.125,0.25,0.125
371,28.0,Defender,210,1.85,right,2.0,16.0,2.0,0.0,4.0,0.0,0.0,2500.0,0.087625,0.0625,0.0
1,24.0,Defender,84,1.91,right,3.0,6.0,0.83,1.0,1.0,0.0,0.0,900.0,74.5,0.0,0.0
1,34.0,Midfielder,210,1.8,right,1.0,8.0,1.5,2.0,1.0,0.0,0.0,300.0,75.5,0.125,0.0
1,31.0,Midfielder,210,1.76,right,2.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,1000.0,4.0,0.0,0.0
1,37.0,Midfielder,210,1.83,left,1.0,7.0,1.14,3.0,2.0,0.0,0.0,250.0,61.71428571,0.0,0.0
1,37.0,Midfielder,210,1.81,right,1.0,5.0,0.2,3.0,2.0,0.0,0.0,250.0,39.4,0.0,0.0
1,26.0,Midfielder,210,1.84,right,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1500.0,47.0,0.0,0.0
41,26.0,Midfielder,210,1.72,right,1.0,13.0,1.54,0.0,6.0,0.0,0.0,1000.0,0.087538462,0.2307692307692307,0.2307692307692307
1,27.0,Forward,175,1.68,left,1.0,7.0,0.57,2.0,4.0,0.0,0.0,1500.0,68.71428571,0.1428571428571428,0.2857142857142857
1,32.0,Forward,163,1.85,right,1.0,4.0,0.25,3.0,1.0,0.0,0.0,800.0,32.25,0.0,0.0
60,27.0,Defender,163,1.86,right,2.0,12.0,1.5,0.0,2.0,0.0,0.0,400.0,0.088666667,0.25,0.0
1,35.0,Defender,195,1.93,left,1.0,9.0,1.67,0.0,1.0,0.0,0.0,300.0,89.22222222,0.0,0.0
385,25.0,Defender,161,1.86,right,4.0,12.0,1.92,0.0,0.0,0.0,0.0,6000.0,0.09,0.0833333333333333,0.0
1,29.0,Defender,206,1.71,left,1.0,8.0,0.88,1.0,1.0,0.0,0.0,800.0,85.625,0.0,0.125
259,34.0,Defender,185,1.82,right,0.0,3.0,2.0,3.0,0.0,0.0,0.0,250.0,17.0,0.0,0.0
1,29.0,Defender,161,1.75,right,0.0,4.0,1.0,3.0,1.0,0.0,0.0,200.0,32.25,0.0,0.0
1,30.0,Midfielder,128,1.79,right,1.0,9.0,0.89,1.0,2.0,0.0,0.0,1200.0,81.0,0.0,0.0
1,29.0,Midfielder,155,1.73,right,1.0,2.0,3.0,0.0,0.0,0.0,0.0,150.0,90.0,0.5,0.0
1,26.0,Midfielder,210,1.82,right,2.0,9.0,1.11,1.0,8.0,0.0,0.0,550.0,67.33333333,0.0,0.0
297,24.0,Forward,1,1.85,right,2.0,9.0,0.78,4.0,2.0,0.0,0.0,1000.0,55.88888889,0.1111111111111111,0.0
1,26.0,Forward,210,1.75,left,3.0,2.0,1.5,1.0,1.0,0.0,0.0,1500.0,31.5,0.0,0.0
384,26.0,Forward,210,1.8,right,3.0,8.0,1.0,0.0,3.0,0.0,0.0,15000.0,85.875,0.375,0.25
282,28.0,Forward,1,1.84,right,1.0,6.0,1.83,2.0,3.0,0.0,0.0,1500.0,58.66666667,0.3333333333333333,0.0
1,32.0,Forward,151,1.73,right,1.0,13.0,0.08,7.0,6.0,0.0,0.0,400.0,39.0,0.0769230769230769,0.0
1,27.0,Forward,210,1.85,right,2.0,3.0,0.33,0.0,3.0,0.0,0.0,800.0,73.66666667,0.0,0.0
1,35.0,Defender,161,1.83,right,1.0,4.0,2.5,0.0,1.0,0.0,0.0,250.0,74.5,0.0,0.0
1,31.0,Defender,210,1.84,right,2.0,8.0,0.5,0.0,0.0,0.0,0.0,1000.0,90.0,0.0,0.125
1,30.0,Midfielder,210,1.88,right,0.0,13.0,1.54,0.0,0.0,0.0,0.0,650.0,0.09,0.0769230769230769,0.0
214,31.0,Midfielder,177,1.82,left,1.0,11.0,1.73,3.0,5.0,0.0,0.0,350.0,69.72727273,0.0909090909090909,0.0
1,24.0,Midfielder,210,1.78,right,2.0,6.0,1.83,3.0,1.0,0.0,0.0,250.0,61.66666667,0.1666666666666666,0.0
1,27.0,Midfielder,210,1.78,right,2.0,10.0,0.6,1.0,4.0,0.0,0.0,500.0,81.9,0.2,0.1
1,32.0,Forward,200,1.71,left,2.0,6.0,1.0,1.0,3.0,0.0,0.0,1000.0,71.5,0.1666666666666666,0.0
1,29.0,Forward,200,1.82,right,3.0,10.0,1.5,1.0,7.0,0.0,0.0,2500.0,70.3,0.1,0.0
1,28.0,Forward,1,1.83,right,3.0,8.0,1.25,4.0,3.0,0.0,0.0,600.0,51.875,0.125,0.125
381,30.0,Defender,135,1.82,right,2.0,11.0,1.91,1.0,3.0,0.0,0.0,9000.0,76.18181818,0.0,0.0
326,31.0,Defender,210,1.8,right,2.0,8.0,1.63,0.0,2.0,0.0,0.0,4500.0,87.75,0.0,0.0
323,26.0,Defender,109,1.93,right,0.0,4.0,2.25,0.0,0.0,0.0,0.0,300.0,76.75,0.0,0.0
1,26.0,Defender,210,1.75,left,1.0,4.0,1.0,2.0,0.0,0.0,0.0,300.0,49.5,0.0,0.0
1,30.0,Defender,195,1.82,left,1.0,6.0,1.0,2.0,0.0,0.0,0.0,250.0,66.33333333,0.0,0.0
1,36.0,Midfielder,198,1.79,right,1.0,8.0,1.75,3.0,2.0,0.0,0.0,900.0,58.875,0.0,0.5
1,26.0,Midfielder,210,1.78,right,1.0,9.0,1.67,0.0,3.0,0.0,0.0,1200.0,83.77777778,0.0,0.0
1,27.0,Midfielder,84,1.79,right,2.0,8.0,0.88,6.0,2.0,0.0,0.0,750.0,25.625,0.125,0.25
299,27.0,Midfielder,157,1.71,right,2.0,18.0,1.56,2.0,1.0,0.0,0.0,800.0,0.084333333,0.1111111111111111,0.3888888888888889
1,24.0,Forward,210,1.75,right,1.0,9.0,0.89,1.0,5.0,0.0,0.0,1200.0,69.33333333,0.0,0.0
313,29.0,Forward,210,1.84,right,1.0,13.0,1.77,5.0,8.0,0.0,0.0,1000.0,52.53846154,0.3076923076923077,0.0769230769230769
1,33.0,Forward,198,1.89,right,1.0,7.0,2.29,2.0,4.0,0.0,0.0,350.0,58.71428571,0.4285714285714285,0.0
1,36.0,Forward,210,1.88,right,1.0,7.0,1.71,2.0,3.0,0.0,0.0,250.0,62.14285714,0.5714285714285714,0.1428571428571428
1,25.0,Forward,84,1.86,right,2.0,3.0,1.33,3.0,0.0,0.0,0.0,100.0,18.66666667,0.0,0.0
1,32.0,Defender,160,1.85,left,0.0,7.0,1.5143660090423348,0.0,1.0,0.0,0.0,500.0,85.28571429,0.1428571428571428,0.0
1,30.0,Defender,161,1.93,right,1.0,14.0,2.14,0.0,2.0,0.0,0.0,750.0,0.088642857,0.3571428571428571,0.0
1,23.0,Defender,210,1.86,right,2.0,3.0,0.33,1.0,1.0,0.0,0.0,550.0,60.0,0.0,0.0
1,28.0,Defender,210,1.75,right,1.0,10.0,0.8,1.0,0.0,0.0,0.0,4000.0,84.3,0.0,0.1
1,23.0,Midfielder,210,1.77,right,2.0,6.0,0.67,4.0,1.0,0.0,0.0,4000.0,38.33333333,0.0,0.0
1,32.0,Midfielder,175,1.78,right,1.0,5.0,1.4,1.0,2.0,0.0,0.0,1000.0,70.8,0.0,0.0
1,33.0,Midfielder,210,1.78,right,1.0,6.0,1.33,0.0,6.0,0.0,0.0,250.0,76.66666667,0.0,0.0
1,32.0,Forward,160,1.73,left,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2800.0,12.0,0.0,0.0
326,29.0,Forward,210,1.71,right,2.0,9.0,1.56,2.0,7.0,0.0,0.0,4000.0,54.44444444,0.2222222222222222,0.0
1,29.0,Forward,134,1.91,right,1.0,5.0,1.0,3.0,2.0,0.0,0.0,1000.0,34.0,0.0,0.0
1,22.0,Midfielder,198,1.77,right,1.0,7.0,0.43,4.0,1.0,0.0,0.0,400.0,54.14285714,0.0,0.0
1,22.0,Midfielder,210,1.81,right,4.0,3.0,1.0,1.0,1.0,0.0,0.0,2500.0,61.0,0.3333333333333333,0.0
384,22.0,Forward,210,1.75,right,3.0,7.0,0.71,1.0,4.0,0.0,0.0,20000.0,70.42857143,0.4285714285714285,0.1428571428571428
1,23.0,Defender,166,1.84,right,3.0,6.0,1.0,1.0,0.0,0.0,0.0,4000.0,79.0,0.1666666666666666,0.1666666666666666
350,23.0,Defender,210,1.73,left,4.0,5.0,1.6,0.0,2.0,0.0,0.0,12000.0,84.8,0.0,0.0
1,25.0,Midfielder,207,1.76,right,2.0,15.0,0.8,3.0,3.0,0.0,0.0,1000.0,0.073133333,0.0,0.0666666666666666
359,21.0,Midfielder,210,1.77,both,2.0,6.0,2.5,2.0,4.0,0.0,0.0,20000.0,54.16666667,0.3333333333333333,0.5
1,32.0,Forward,163,1.82,right,1.0,7.0,1.86,0.0,1.0,0.0,0.0,4200.0,87.57142857,0.2857142857142857,0.1428571428571428
1,30.0,Defender,162,1.93,right,2.0,4.0,0.75,1.0,0.0,0.0,0.0,6000.0,53.0,0.0,0.0
111,24.0,Defender,210,1.97,right,2.0,5.0,2.0,0.0,0.0,0.0,0.0,800.0,90.0,0.0,0.0
149,28.0,Defender,163,1.78,right,0.0,5.0,1.6,1.0,0.0,0.0,0.0,200.0,84.6,0.0,0.2
1,25.0,Defender,210,1.84,left,4.0,13.0,1.54,3.0,2.0,0.0,0.0,2200.0,72.61538462,0.0,0.0769230769230769
328,24.0,Midfielder,163,1.89,right,3.0,6.0,2.17,5.0,1.0,0.0,0.0,3700.0,27.16666667,0.0,0.0
239,26.0,Forward,147,1.83,right,1.0,10.0,1.7,1.0,7.0,0.0,0.0,200.0,73.8,0.1,0.1
349,24.0,Forward,146,1.77,right,1.0,10.0,2.4,7.0,3.0,0.0,0.0,50.0,33.8,0.1,0.2
344,24.0,Forward,61,1.88,right,2.0,6.0,0.83,5.0,1.0,0.0,0.0,500.0,24.83333333,0.0,0.1666666666666666
1,22.0,Forward,210,1.77,right,2.0,7.0,0.86,3.0,3.0,0.0,0.0,900.0,60.85714286,0.0,0.1428571428571428
1,34.0,Forward,211,1.75,right,0.0,3.0,1.67,3.0,0.0,0.0,0.0,500.0,29.0,0.0,0.0
309,25.0,Defender,166,1.9,right,0.0,3.0,0.33,1.0,0.0,0.0,0.0,450.0,60.33333333,0.0,0.0
1,26.0,Defender,195,1.77,right,2.0,2.0,1.5,2.0,0.0,0.0,0.0,750.0,20.5,0.0,0.0
1,24.0,Midfielder,210,1.86,left,3.0,10.0,0.8,1.0,8.0,0.0,0.0,1000.0,60.7,0.0,0.0
350,25.0,Midfielder,175,1.75,right,3.0,7.0,1.0,0.0,2.0,0.0,0.0,10000.0,87.0,0.1428571428571428,0.1428571428571428
1,26.0,Midfielder,210,1.74,right,3.0,3.0,1.0,2.0,1.0,0.0,0.0,3500.0,49.0,0.3333333333333333,0.3333333333333333
350,23.0,Forward,166,1.88,right,4.0,10.0,1.1,1.0,3.0,0.0,0.0,12000.0,78.2,0.4,0.1
1,23.0,Forward,210,1.74,left,2.0,7.0,0.86,3.0,3.0,0.0,0.0,6500.0,43.42857143,0.0,0.0
